time,ping
1644041354.6292126,0.227 ms
1644041354.8313546,0.249 ms
1644041355.033576,0.179 ms
1644041355.2356951,0.245 ms
1644041355.4378922,0.268 ms
1644041355.6400998,0.254 ms
1644041355.8422425,0.254 ms
1644041356.044572,0.218 ms
1644041356.2466962,0.248 ms
1644041356.4488857,0.189 ms
1644041356.6509986,0.243 ms
1644041356.853188,0.172 ms
1644041357.055344,0.248 ms
1644041357.2575788,0.252 ms
1644041357.45974,0.189 ms
1644041357.6618629,0.200 ms
1644041357.86402,0.187 ms
1644041358.0661817,0.252 ms
1644041358.268335,0.251 ms
1644041358.4705858,0.186 ms
1644041358.672756,0.319 ms
1644041358.8750343,0.255 ms
1644041359.0772166,0.194 ms
1644041359.2793577,0.242 ms
1644041359.481572,0.239 ms
1644041359.6838667,0.245 ms
1644041359.8860142,0.273 ms
1644041360.0882204,0.257 ms
1644041360.2914662,0.272 ms
1644041360.493812,0.250 ms
1644041360.6960042,0.242 ms
1644041360.8984547,0.247 ms
1644041361.1007597,0.333 ms
1644041361.3029647,0.218 ms
1644041361.5050783,0.239 ms
1644041361.7072403,0.247 ms
1644041361.9094105,0.220 ms
1644041362.111575,0.251 ms
1644041362.3137918,0.260 ms
1644041362.5159934,0.247 ms
1644041362.7181475,0.253 ms
1644041362.9202392,0.252 ms
1644041363.1225355,0.264 ms
1644041363.324879,0.200 ms
1644041363.5269837,0.261 ms
1644041363.7291305,0.241 ms
1644041363.9312706,0.249 ms
1644041364.1334462,0.254 ms
1644041364.3357368,0.249 ms
1644041364.5379603,0.257 ms
1644041364.7401395,0.258 ms
1644041364.942303,0.258 ms
1644041365.1446357,0.245 ms
1644041365.3468802,0.201 ms
1644041365.5490189,0.158 ms
1644041365.7510252,0.185 ms
1644041365.9530666,0.238 ms
1644041366.1552346,0.237 ms
1644041366.357414,0.242 ms
1644041366.5596876,0.215 ms
1644041366.7617135,0.159 ms
1644041366.9638093,0.215 ms
1644041367.1660125,0.264 ms
1644041367.368197,0.217 ms
1644041367.570444,0.118 ms
1644041367.7725863,0.165 ms
1644041367.9746432,0.247 ms
1644041368.1768394,0.209 ms
1644041368.3788843,0.171 ms
1644041368.5808737,0.195 ms
1644041368.78291,0.164 ms
1644041368.9849432,0.214 ms
1644041369.1869853,0.195 ms
1644041369.3890526,0.241 ms
1644041369.5911944,0.181 ms
1644041369.793302,0.250 ms
1644041369.9955482,0.189 ms
1644041370.1978102,0.261 ms
1644041370.4000196,0.236 ms
1644041370.6021738,0.182 ms
1644041370.8042755,0.251 ms
1644041371.0064435,0.256 ms
1644041371.2087412,0.262 ms
1644041371.4109507,0.216 ms
1644041371.6130888,0.249 ms
1644041371.8153238,0.185 ms
1644041372.0174413,0.181 ms
1644041372.2196267,0.259 ms
1644041372.4219127,0.235 ms
1644041372.6240735,0.249 ms
1644041372.8261666,0.266 ms
1644041373.0283568,0.249 ms
1644041373.2305954,0.248 ms
1644041373.4328945,0.198 ms
1644041373.634974,0.170 ms
1644041373.8369706,0.240 ms
1644041374.0391042,0.250 ms
1644041374.2412379,0.254 ms
1644041374.4433546,0.270 ms
1644041374.6455557,0.220 ms
1644041374.847757,0.116 ms
1644041375.0497363,0.249 ms
1644041375.2518952,0.193 ms
1644041375.4539392,0.213 ms
1644041375.6560218,0.250 ms
1644041375.8581758,0.268 ms
1644041376.0603604,0.253 ms
1644041376.2626743,0.215 ms
1644041376.4647703,0.250 ms
1644041376.666947,0.256 ms
1644041376.8690586,0.241 ms
1644041377.0711815,0.220 ms
1644041377.2733397,0.242 ms
1644041377.4755788,0.214 ms
1644041377.6779692,0.264 ms
1644041377.8801744,0.208 ms
1644041378.0823572,0.193 ms
1644041378.2845216,0.244 ms
1644041378.4867985,0.249 ms
1644041378.6889563,0.260 ms
1644041378.891122,0.161 ms
1644041379.0931997,0.249 ms
1644041379.2953906,0.221 ms
1644041379.49755,0.249 ms
1644041379.6998155,0.262 ms
1644041379.902018,0.178 ms
1644041380.1041048,0.251 ms
1644041380.306233,0.256 ms
1644041380.5084085,0.256 ms
1644041380.7106597,0.245 ms
1644041380.9128869,0.253 ms
1644041381.1151521,0.160 ms
1644041381.3173964,0.245 ms
1644041381.5197043,0.413 ms
1644041381.7220204,0.190 ms
1644041381.9240947,0.251 ms
1644041382.1263006,0.249 ms
1644041382.3285348,0.202 ms
1644041382.5307732,0.191 ms
1644041382.7328928,0.166 ms
1644041382.934972,0.200 ms
1644041383.1370747,0.196 ms
1644041383.3404186,0.252 ms
1644041383.5426776,0.242 ms
1644041383.7448692,0.249 ms
1644041383.9470618,0.237 ms
1644041384.1491828,0.251 ms
1644041384.3513865,0.235 ms
1644041384.5536404,0.239 ms
1644041384.755789,0.191 ms
1644041384.9578218,0.222 ms
1644041385.1600206,0.249 ms
1644041385.3622165,0.190 ms
1644041385.5643246,0.192 ms
1644041385.7664235,0.247 ms
1644041385.9686518,0.263 ms
1644041386.1708717,0.205 ms
1644041386.3730197,0.209 ms
1644041386.5750215,0.258 ms
1644041386.7771735,0.258 ms
1644041386.9794278,0.183 ms
1644041387.181568,0.250 ms
1644041387.3838205,0.276 ms
1644041387.5860848,0.254 ms
1644041387.7882605,0.246 ms
1644041387.9905596,0.249 ms
1644041388.1928568,0.211 ms
1644041388.395071,0.247 ms
1644041388.5972376,0.194 ms
1644041388.7993329,0.171 ms
1644041389.00154,0.248 ms
1644041389.2037694,0.252 ms
1644041389.4059505,0.252 ms
1644041389.6081333,0.246 ms
1644041389.8103528,0.255 ms
1644041390.0126362,0.247 ms
1644041390.2148068,0.246 ms
1644041390.4169774,0.222 ms
1644041390.6191943,0.257 ms
1644041390.8211913,0.251 ms
1644041391.0233486,0.262 ms
1644041391.2255876,0.168 ms
1644041391.427639,0.244 ms
1644041391.629805,0.163 ms
1644041391.831914,0.188 ms
1644041392.0340047,0.274 ms
1644041392.2361524,0.254 ms
1644041392.4383528,0.244 ms
1644041392.6406085,0.249 ms
1644041392.8427098,0.270 ms
1644041393.044833,0.257 ms
1644041393.2471607,0.230 ms
1644041393.4493015,0.250 ms
1644041393.651537,0.226 ms
1644041393.8539093,0.241 ms
1644041394.0560718,0.198 ms
1644041394.2582302,0.181 ms
1644041394.4602919,0.244 ms
1644041394.6625552,0.239 ms
1644041394.8648264,0.244 ms
1644041395.0670078,0.247 ms
1644041395.2690353,0.243 ms
1644041395.4712453,0.255 ms
1644041395.673351,0.247 ms
1644041395.875551,0.248 ms
1644041396.0777943,0.257 ms
1644041396.2799914,0.191 ms
1644041396.48209,0.250 ms
1644041396.684274,0.248 ms
1644041396.8864443,0.248 ms
1644041397.0886776,0.244 ms
1644041397.2908835,0.196 ms
1644041397.4932268,0.246 ms
1644041397.695385,0.243 ms
1644041397.8975978,0.235 ms
1644041398.0997326,0.238 ms
1644041398.3019261,0.186 ms
1644041398.5040076,0.267 ms
1644041398.7061667,0.246 ms
1644041398.908462,0.250 ms
1644041399.1107883,0.241 ms
1644041399.3129504,0.273 ms
1644041399.5151803,0.241 ms
1644041399.7173948,0.250 ms
1644041399.9195528,0.237 ms
1644041400.1218536,0.263 ms
1644041400.3243792,0.266 ms
1644041400.5267117,0.261 ms
1644041400.7289188,0.171 ms
1644041400.930931,0.248 ms
1644041401.1331124,0.263 ms
1644041401.3351414,0.186 ms
1644041401.5372088,0.247 ms
1644041401.7394192,0.254 ms
1644041401.9416533,0.173 ms
1644041402.1437676,0.322 ms
1644041402.3460433,0.187 ms
1644041402.5480487,0.241 ms
1644041402.7502058,0.260 ms
1644041402.95237,0.223 ms
1644041403.154528,0.207 ms
1644041403.356819,0.209 ms
1644041403.5588892,0.190 ms
1644041403.7609344,0.206 ms
1644041403.9630313,0.188 ms
1644041404.1651971,0.250 ms
1644041404.3674686,0.250 ms
1644041404.5697463,0.171 ms
1644041404.77187,0.192 ms
1644041404.9739234,0.175 ms
1644041405.1760032,0.132 ms
1644041405.3780365,0.205 ms
1644041405.5802052,0.252 ms
1644041405.7823923,0.265 ms
1644041405.9846635,0.248 ms
1644041406.1868927,0.274 ms
1644041406.3890917,0.254 ms
1644041406.591285,0.248 ms
1644041406.7934563,0.248 ms
1644041406.995664,0.252 ms
1644041407.1978595,0.256 ms
1644041407.4000404,0.236 ms
1644041407.6021967,0.255 ms
1644041407.8045516,0.256 ms
1644041408.006771,0.264 ms
1644041408.2090003,0.255 ms
1644041408.4111178,0.218 ms
1644041408.6132185,0.189 ms
1644041408.815287,0.250 ms
1644041409.0174544,0.250 ms
1644041409.2198503,0.244 ms
1644041409.4221504,0.246 ms
1644041409.6243079,0.177 ms
1644041409.826545,0.270 ms
1644041410.0290582,0.167 ms
1644041410.2311997,0.254 ms
1644041410.433611,0.244 ms
1644041410.6359143,0.261 ms
1644041410.838073,0.256 ms
1644041411.0406117,0.186 ms
1644041411.2429001,0.229 ms
1644041411.445194,0.244 ms
1644041411.6473625,0.146 ms
1644041411.8494282,0.240 ms
1644041412.0517051,0.204 ms
1644041412.2538838,0.166 ms
1644041412.4560015,0.248 ms
1644041412.658183,0.252 ms
1644041412.8603868,0.249 ms
1644041413.0626652,0.247 ms
1644041413.2649343,0.243 ms
1644041413.4670792,0.251 ms
1644041413.6692746,0.259 ms
1644041413.8714635,0.256 ms
1644041414.0737386,0.212 ms
1644041414.2760415,0.255 ms
1644041414.4782166,0.245 ms
1644041414.6803658,0.249 ms
1644041414.8825715,0.255 ms
1644041415.0847747,0.208 ms
1644041415.2869003,0.187 ms
1644041415.489027,0.259 ms
1644041415.6912105,0.221 ms
1644041415.8934479,0.255 ms
1644041416.0957072,0.164 ms
1644041416.2977974,0.238 ms
1644041416.499972,0.246 ms
1644041416.7021933,0.249 ms
1644041416.904433,0.246 ms
1644041417.1066463,0.250 ms
1644041417.3088574,0.248 ms
1644041417.5110877,0.250 ms
1644041417.713312,0.249 ms
1644041417.9154665,0.244 ms
1644041418.1177194,0.257 ms
1644041418.3199232,0.272 ms
1644041418.5221674,0.256 ms
1644041418.724333,0.240 ms
1644041418.9265094,0.253 ms
1644041419.1287882,0.195 ms
1644041419.3309681,0.222 ms
1644041419.5331442,0.250 ms
1644041419.7353044,0.248 ms
1644041419.9375246,0.256 ms
1644041420.1399028,0.244 ms
1644041420.3424377,0.246 ms
1644041420.5448728,0.201 ms
1644041420.7469163,0.172 ms
1644041420.948945,0.218 ms
1644041421.1510828,0.253 ms
1644041421.3532765,0.142 ms
1644041421.5553312,0.255 ms
1644041421.757574,0.252 ms
1644041421.9601424,0.252 ms
1644041422.1623127,0.249 ms
1644041422.3645487,0.239 ms
1644041422.5667095,0.251 ms
1644041422.7688725,0.248 ms
1644041422.9710302,0.260 ms
1644041423.1731014,0.252 ms
1644041423.375223,0.242 ms
1644041423.5774062,0.244 ms
1644041423.7796118,0.238 ms
1644041423.981764,0.242 ms
1644041424.184004,0.251 ms
1644041424.3861957,0.167 ms
1644041424.5882642,0.247 ms
1644041424.790514,0.217 ms
1644041424.9927511,0.252 ms
1644041425.1948795,0.231 ms
1644041425.397029,0.252 ms
1644041425.5997279,0.246 ms
1644041425.801936,0.207 ms
1644041426.0040326,0.192 ms
1644041426.2060874,0.246 ms
1644041426.4081943,0.265 ms
1644041426.6104178,0.248 ms
1644041426.8126564,0.237 ms
1644041427.01483,0.155 ms
1644041427.2169836,0.249 ms
1644041427.419178,0.257 ms
1644041427.6213527,0.202 ms
1644041427.8234823,0.190 ms
1644041428.025664,0.198 ms
1644041428.2277687,0.204 ms
1644041428.429823,0.236 ms
1644041428.632067,0.250 ms
1644041428.8342998,0.202 ms
1644041429.0364907,0.246 ms
1644041429.2387617,0.244 ms
1644041429.4408834,0.248 ms
1644041429.6431005,0.219 ms
1644041429.845219,0.249 ms
1644041430.0474305,0.253 ms
1644041430.249675,0.246 ms
1644041430.4518182,0.243 ms
1644041430.6540275,0.246 ms
1644041430.856142,0.203 ms
1644041431.0582645,0.255 ms
1644041431.2604508,0.248 ms
1644041431.4626439,0.255 ms
1644041431.664763,0.243 ms
1644041431.8669195,0.185 ms
1644041432.0690205,0.254 ms
1644041432.2711694,0.246 ms
1644041432.4734182,0.245 ms
1644041432.6756234,0.249 ms
1644041432.8778427,0.265 ms
1644041433.0800416,0.192 ms
1644041433.2821302,0.261 ms
1644041433.484352,0.249 ms
1644041433.6866043,0.251 ms
1644041433.8889039,0.246 ms
1644041434.0910752,0.248 ms
1644041434.2931998,0.246 ms
1644041434.4953556,0.247 ms
1644041434.6975703,0.227 ms
1644041434.8998005,0.258 ms
1644041435.1019728,0.217 ms
1644041435.3040626,0.250 ms
1644041435.5062752,0.248 ms
1644041435.7081895,0.251 ms
1644041435.910189,0.245 ms
1644041436.1121886,0.245 ms
1644041436.3141906,0.174 ms
1644041436.5161815,0.246 ms
1644041436.7181966,0.262 ms
1644041436.920407,0.218 ms
1644041437.1225889,0.247 ms
1644041437.3248456,0.277 ms
1644041437.5270965,0.250 ms
1644041437.729295,0.243 ms
1644041437.9313831,0.248 ms
1644041438.133578,0.635 ms
1644041438.3362455,0.251 ms
1644041438.5384033,0.245 ms
1644041438.7406092,0.250 ms
1644041438.9428813,0.257 ms
1644041439.1450622,0.217 ms
1644041439.3471928,0.275 ms
1644041439.5493991,0.247 ms
1644041439.751561,0.249 ms
1644041439.9537513,0.254 ms
1644041440.1560512,0.247 ms
1644041440.3582911,0.245 ms
1644041440.560455,0.152 ms
1644041440.7625246,0.254 ms
1644041440.964795,0.255 ms
1644041441.1670449,0.166 ms
1644041441.3693342,0.224 ms
1644041441.5715876,0.172 ms
1644041441.773768,0.259 ms
1644041441.9761162,0.288 ms
1644041442.1783574,0.176 ms
1644041442.3805685,0.255 ms
1644041442.5828836,0.192 ms
1644041442.7850401,0.238 ms
1644041442.987151,0.260 ms
1644041443.1893284,0.262 ms
1644041443.3928955,0.205 ms
1644041443.5950148,0.202 ms
1644041443.7971234,0.254 ms
1644041443.9993584,0.251 ms
1644041444.2017062,0.256 ms
1644041444.4039092,0.214 ms
1644041444.6060598,0.257 ms
1644041444.8082085,0.252 ms
1644041445.0104256,0.161 ms
1644041445.2125804,0.133 ms
1644041445.4146652,0.159 ms
1644041445.6167095,0.197 ms
1644041445.8188202,0.246 ms
1644041446.021124,0.256 ms
1644041446.2234206,0.246 ms
1644041446.4257636,0.277 ms
1644041446.6281464,0.264 ms
1644041446.8304102,0.248 ms
1644041447.032676,0.274 ms
1644041447.2350273,0.243 ms
1644041447.4372568,0.255 ms
1644041447.6396306,0.253 ms
1644041447.8419764,0.158 ms
1644041448.0443168,0.195 ms
1644041448.2466302,0.246 ms
1644041448.4490175,0.210 ms
1644041448.6511998,0.253 ms
1644041448.85349,0.242 ms
1644041449.0557637,0.225 ms
1644041449.25811,0.246 ms
1644041449.4603982,0.247 ms
1644041449.6627774,0.151 ms
1644041449.8649719,0.187 ms
1644041450.0673206,0.251 ms
1644041450.2697957,0.235 ms
1644041450.4721532,0.245 ms
1644041450.6744492,0.249 ms
1644041450.8767724,0.215 ms
1644041451.0790915,0.260 ms
1644041451.2813332,0.251 ms
1644041451.4836593,0.196 ms
1644041451.6858344,0.254 ms
1644041451.8880908,0.249 ms
1644041452.090373,0.247 ms
1644041452.292716,0.311 ms
1644041452.4951413,0.246 ms
1644041452.697419,0.257 ms
1644041452.8997996,0.239 ms
1644041453.102046,0.245 ms
1644041453.3043535,0.255 ms
1644041453.5067413,0.245 ms
1644041453.7090719,0.245 ms
1644041453.9113111,0.165 ms
1644041454.1135972,0.245 ms
1644041454.3158445,0.214 ms
1644041454.5181515,0.242 ms
1644041454.7204409,0.182 ms
1644041454.9227972,0.294 ms
1644041455.1251378,0.251 ms
1644041455.3273852,0.203 ms
1644041455.5296876,0.190 ms
1644041455.7319531,0.219 ms
1644041455.9340622,0.243 ms
1644041456.1363294,0.247 ms
1644041456.33863,0.245 ms
1644041456.5409188,0.225 ms
1644041456.7431967,0.212 ms
1644041456.9454522,0.162 ms
1644041457.1477084,0.255 ms
1644041457.3500123,0.187 ms
1644041457.5522351,0.158 ms
1644041457.7544322,0.248 ms
1644041457.9569237,0.259 ms
1644041458.159201,0.161 ms
1644041458.3613648,0.187 ms
1644041458.5636432,0.159 ms
1644041458.7657952,0.252 ms
1644041458.9681315,0.251 ms
1644041459.1703835,0.203 ms
1644041459.3726256,0.111 ms
1644041459.5746655,0.247 ms
1644041459.7769585,0.170 ms
1644041459.979166,0.251 ms
1644041460.181428,0.265 ms
1644041460.3840797,0.182 ms
1644041460.5861871,0.194 ms
1644041460.7884035,0.257 ms
1644041460.990831,0.172 ms
1644041461.193009,0.189 ms
1644041461.3952377,0.249 ms
1644041461.5975854,0.255 ms
1644041461.799932,0.245 ms
1644041462.0021648,0.258 ms
1644041462.204584,0.250 ms
1644041462.4069455,0.249 ms
1644041462.6091943,0.239 ms
1644041462.811482,0.254 ms
1644041463.0139382,0.250 ms
1644041463.2162087,0.246 ms
1644041463.4185503,0.255 ms
1644041463.620887,0.197 ms
1644041463.823038,0.254 ms
1644041464.0252345,0.263 ms
1644041464.227486,0.243 ms
1644041464.4297454,0.226 ms
1644041464.6320927,0.229 ms
1644041464.834368,0.191 ms
1644041465.0366437,1.34 ms
1644041465.2400324,0.191 ms
1644041465.4422596,0.196 ms
1644041465.6445467,0.193 ms
1644041465.8467193,0.208 ms
1644041466.0490432,0.243 ms
1644041466.2513483,0.251 ms
1644041466.4536595,0.244 ms
1644041466.6560147,0.265 ms
1644041466.85835,0.249 ms
1644041467.0607047,0.171 ms
1644041467.2628944,0.195 ms
1644041467.4650445,0.189 ms
1644041467.667272,0.250 ms
1644041467.869591,0.252 ms
1644041468.0718503,0.270 ms
1644041468.2740936,0.255 ms
1644041468.4763577,0.248 ms
1644041468.6787488,0.257 ms
1644041468.8811095,0.258 ms
1644041469.083402,0.265 ms
1644041469.2857418,0.219 ms
1644041469.4880657,0.246 ms
1644041469.69032,0.257 ms
1644041469.8926263,0.239 ms
1644041470.0948517,0.253 ms
1644041470.2972312,0.226 ms
1644041470.4992888,0.247 ms
1644041470.7016392,0.222 ms
1644041470.903944,0.245 ms
1644041471.1062536,0.212 ms
1644041471.308545,0.287 ms
1644041471.511028,0.248 ms
1644041471.7133524,0.257 ms
1644041471.9156754,0.255 ms
1644041472.1180637,0.258 ms
1644041472.3203661,0.246 ms
1644041472.5227726,0.257 ms
1644041472.7251651,0.252 ms
1644041472.9274242,0.267 ms
1644041473.1298022,0.167 ms
1644041473.3322046,0.247 ms
1644041473.5345762,0.255 ms
1644041473.7368553,0.187 ms
1644041473.9389632,0.225 ms
1644041474.1411989,0.251 ms
1644041474.3435583,0.190 ms
1644041474.5458415,0.200 ms
1644041474.7481,0.251 ms
1644041474.9503708,0.257 ms
1644041475.152802,0.259 ms
1644041475.3551607,0.242 ms
1644041475.5575635,0.202 ms
1644041475.7600613,0.175 ms
1644041475.962263,0.251 ms
1644041476.1646008,0.261 ms
1644041476.366833,0.209 ms
1644041476.5690906,0.251 ms
1644041476.7713752,0.242 ms
1644041476.9736962,0.248 ms
1644041477.17599,0.246 ms
1644041477.3782215,0.260 ms
1644041477.5805528,0.265 ms
1644041477.7831523,0.250 ms
1644041477.985453,0.255 ms
1644041478.187705,0.256 ms
1644041478.390004,0.235 ms
1644041478.5922143,0.251 ms
1644041478.794577,0.237 ms
1644041478.9969769,0.219 ms
1644041479.199163,0.217 ms
1644041479.401261,0.241 ms
1644041479.6035995,0.247 ms
1644041479.8058596,0.263 ms
1644041480.0080583,0.253 ms
1644041480.2102919,0.255 ms
1644041480.4131854,0.247 ms
1644041480.6154556,0.255 ms
1644041480.8177483,0.211 ms
1644041481.020044,0.243 ms
1644041481.2224042,0.246 ms
1644041481.4247427,0.239 ms
1644041481.6270864,0.172 ms
1644041481.8292832,0.265 ms
1644041482.0316172,0.245 ms
1644041482.2339287,0.252 ms
1644041482.4362223,0.246 ms
1644041482.6384666,0.234 ms
1644041482.840777,0.269 ms
1644041483.0430872,0.180 ms
1644041483.2452872,0.219 ms
1644041483.4475846,0.244 ms
1644041483.649847,0.198 ms
1644041483.8520606,0.249 ms
1644041484.0543697,0.167 ms
1644041484.2566338,0.254 ms
1644041484.4590015,0.249 ms
1644041484.661296,0.268 ms
1644041484.8636708,0.353 ms
1644041485.0661435,0.249 ms
1644041485.2685647,0.168 ms
1644041485.4707947,0.268 ms
1644041485.6732016,0.253 ms
1644041485.8756108,0.222 ms
1644041486.0778546,0.206 ms
1644041486.2801561,0.251 ms
1644041486.4824731,0.247 ms
1644041486.6848469,0.259 ms
1644041486.8873487,0.248 ms
1644041487.089728,0.221 ms
1644041487.2920609,0.250 ms
1644041487.4942923,0.263 ms
1644041487.6966054,0.252 ms
1644041487.8988636,0.254 ms
1644041488.1011567,0.248 ms
1644041488.3034225,0.249 ms
1644041488.5057154,0.257 ms
1644041488.7080665,0.250 ms
1644041488.9103262,0.242 ms
1644041489.11262,0.254 ms
1644041489.3149402,0.250 ms
1644041489.5172083,0.242 ms
1644041489.7195656,0.256 ms
1644041489.9218495,0.260 ms
1644041490.124065,0.237 ms
1644041490.326387,0.244 ms
1644041490.5287247,0.319 ms
1644041490.7311537,0.242 ms
1644041490.9334025,0.249 ms
1644041491.1357605,0.255 ms
1644041491.3381221,0.250 ms
1644041491.5404046,0.255 ms
1644041491.7427857,0.207 ms
1644041491.9449055,0.245 ms
1644041492.1471653,0.255 ms
1644041492.349429,0.248 ms
1644041492.5518363,0.165 ms
1644041492.753978,0.239 ms
1644041492.9561841,0.271 ms
1644041493.1584437,0.249 ms
1644041493.3606834,0.244 ms
1644041493.56296,0.247 ms
1644041493.7652028,0.253 ms
1644041493.9674582,0.250 ms
1644041494.169806,0.180 ms
1644041494.372127,0.219 ms
1644041494.574236,0.252 ms
1644041494.7765274,0.251 ms
1644041494.9788914,0.246 ms
1644041495.1810982,0.267 ms
1644041495.3833477,0.217 ms
1644041495.5854542,0.249 ms
1644041495.787832,0.252 ms
1644041495.9901035,0.245 ms
1644041496.1923904,0.181 ms
1644041496.3947005,0.255 ms
1644041496.5970454,0.177 ms
1644041496.799245,0.251 ms
1644041497.0014765,0.253 ms
1644041497.203804,0.222 ms
1644041497.406,0.253 ms
1644041497.6083362,0.276 ms
1644041497.8106842,0.297 ms
1644041498.0130677,0.322 ms
1644041498.2154233,0.246 ms
1644041498.417737,0.221 ms
1644041498.6200712,0.253 ms
1644041498.8224008,0.254 ms
1644041499.024777,0.209 ms
1644041499.2270925,0.259 ms
1644041499.4294012,0.249 ms
1644041499.6317809,0.246 ms
1644041499.8340137,0.259 ms
1644041500.0363102,0.244 ms
1644041500.2386377,0.251 ms
1644041500.4408722,0.259 ms
1644041500.6431549,0.189 ms
1644041500.8453596,0.253 ms
1644041501.0476203,0.253 ms
1644041501.2499382,0.262 ms
1644041501.4523046,0.153 ms
1644041501.6546211,0.251 ms
1644041501.8569343,0.200 ms
1644041502.059158,0.241 ms
1644041502.2614486,0.259 ms
1644041502.463983,0.245 ms
1644041502.6663048,0.252 ms
1644041502.8687012,0.256 ms
1644041503.0711088,0.248 ms
1644041503.27336,0.262 ms
1644041503.4768155,0.192 ms
1644041503.6789935,0.201 ms
1644041503.8811946,0.221 ms
1644041504.0834172,0.253 ms
1644041504.2858589,0.217 ms
1644041504.4881573,0.236 ms
1644041504.690387,0.248 ms
1644041504.8927562,0.257 ms
1644041505.09511,0.245 ms
1644041505.2974548,0.254 ms
1644041505.4999094,0.225 ms
1644041505.7021346,0.254 ms
1644041505.9044201,0.259 ms
1644041506.106757,0.189 ms
1644041506.3089743,0.241 ms
1644041506.5111885,0.247 ms
1644041506.7135499,0.265 ms
1644041506.9160025,0.242 ms
1644041507.1183107,0.259 ms
1644041507.3207428,0.337 ms
1644041507.5231595,0.254 ms
1644041507.7254274,0.164 ms
1644041507.9277174,0.324 ms
1644041508.1302092,0.248 ms
1644041508.3325121,0.246 ms
1644041508.5349402,0.250 ms
1644041508.7372477,0.256 ms
1644041508.9396183,0.246 ms
1644041509.1419616,0.175 ms
1644041509.3441522,0.252 ms
1644041509.5464394,0.255 ms
1644041509.7488837,0.153 ms
1644041509.9511147,0.267 ms
1644041510.1533616,0.251 ms
1644041510.355662,0.251 ms
1644041510.5579798,0.190 ms
1644041510.7601619,0.252 ms
1644041510.9624438,0.243 ms
1644041511.164737,0.260 ms
1644041511.3670356,0.250 ms
1644041511.5693188,0.246 ms
1644041511.7716677,0.244 ms
1644041511.9738832,0.260 ms
1644041512.1761737,0.245 ms
1644041512.3783586,0.216 ms
1644041512.5805087,0.250 ms
1644041512.7827718,0.231 ms
1644041512.985109,0.248 ms
1644041513.1873896,0.252 ms
1644041513.3897607,0.204 ms
1644041513.5919645,0.249 ms
1644041513.7941935,0.242 ms
1644041513.9964144,0.200 ms
1644041514.1986725,0.264 ms
1644041514.4009745,0.256 ms
1644041514.6031258,0.252 ms
1644041514.8054214,0.195 ms
1644041515.0076807,0.184 ms
1644041515.2099955,0.258 ms
1644041515.412191,0.250 ms
1644041515.6144736,0.262 ms
1644041515.8167977,0.253 ms
1644041516.0190637,0.248 ms
1644041516.221398,0.245 ms
1644041516.4238505,0.194 ms
1644041516.626059,0.247 ms
1644041516.8283193,0.247 ms
1644041517.0306342,0.243 ms
1644041517.2330348,0.176 ms
1644041517.4352348,0.249 ms
1644041517.6375577,0.248 ms
1644041517.839932,0.257 ms
1644041518.0421817,0.251 ms
1644041518.2444532,0.245 ms
1644041518.446846,0.191 ms
1644041518.649029,0.251 ms
1644041518.8513706,0.246 ms
1644041519.0537055,0.278 ms
1644041519.2560377,0.246 ms
1644041519.4582808,0.153 ms
1644041519.6604502,0.213 ms
1644041519.8627687,0.211 ms
1644041520.0649822,0.156 ms
1644041520.2673733,0.254 ms
1644041520.4698014,0.273 ms
1644041520.6721103,0.260 ms
1644041520.8743606,0.258 ms
1644041521.0766919,0.223 ms
1644041521.2788188,0.228 ms
1644041521.4810743,0.240 ms
1644041521.6832292,0.224 ms
1644041521.88541,0.256 ms
1644041522.0876539,0.234 ms
1644041522.2898266,0.234 ms
1644041522.4919617,0.170 ms
1644041522.6939576,0.220 ms
1644041522.896182,0.209 ms
1644041523.0982044,0.225 ms
1644041523.3002577,0.217 ms
1644041523.5023992,0.216 ms
1644041523.7043064,0.217 ms
1644041523.9064114,0.220 ms
1644041524.1085687,0.213 ms
1644041524.3107917,0.150 ms
1644041524.5128582,0.220 ms
1644041524.7149537,0.222 ms
1644041524.9171412,0.227 ms
1644041525.1193283,0.221 ms
1644041525.3212042,0.222 ms
1644041525.5233736,0.215 ms
1644041525.7255454,0.154 ms
1644041525.9277942,0.187 ms
1644041526.1299307,0.213 ms
1644041526.332104,0.143 ms
1644041526.5342064,0.208 ms
1644041526.7363572,0.216 ms
1644041526.9384794,0.222 ms
1644041527.1406295,0.222 ms
1644041527.342676,0.254 ms
1644041527.5449195,0.190 ms
1644041527.7469816,0.236 ms
1644041527.9491334,0.223 ms
1644041528.1512637,0.226 ms
1644041528.3533995,0.219 ms
1644041528.5555553,0.216 ms
1644041528.757794,0.184 ms
1644041528.9599528,0.224 ms
1644041529.162029,0.217 ms
1644041529.3641632,0.223 ms
1644041529.5663278,0.216 ms
1644041529.7684424,0.217 ms
1644041529.9707046,0.253 ms
1644041530.1729105,0.222 ms
1644041530.37532,0.229 ms
1644041530.5775235,0.160 ms
1644041530.7796905,0.223 ms
1644041530.9821203,0.215 ms
1644041531.1842227,0.219 ms
1644041531.3865485,0.245 ms
1644041531.5887513,0.289 ms
1644041531.7909942,0.205 ms
1644041531.993097,0.251 ms
1644041532.2091925,0.216 ms
1644041532.4111905,0.260 ms
1644041532.6133733,0.217 ms
1644041532.8156211,0.249 ms
1644041533.0178182,0.264 ms
1644041533.2200515,0.249 ms
1644041533.4221878,0.185 ms
